airline_origin,min_taxi,max_taxi,avg_taxi
OO-TYR,0.0,50.0,14.126189
OO-TYS,0.0,223.0,23.4471
OO-VCT,0.0,71.0,14.326777
OO-VIS,0.0,37.0,9.462117
OO-WYS,0.0,37.0,12.813611
OO-YUM,0.0,141.0,14.934864
TW-ANC,0.0,58.0,21.37395
TW-ATL,0.0,112.0,21.924335
TW-BDL,0.0,200.0,20.201365
TW-BNA,0.0,120.0,19.308142
TW-CID,0.0,190.0,15.973462
TW-COS,0.0,104.0,21.908537
TW-DAY,0.0,154.0,19.26556
TW-DCA,0.0,141.0,21.889767
TW-DFW,0.0,239.0,20.943764
TW-ELP,0.0,71.0,18.699453
TW-EWR,0.0,442.0,31.650635
TW-IAD,0.0,131.0,23.750334
TW-IAH,0.0,72.0,19.50495
TW-IND,0.0,140.0,22.084253
TW-JFK,0.0,414.0,30.090633
TW-LAX,0.0,162.0,20.849623
TW-MCO,0.0,147.0,20.443705
TW-MFE,0.0,70.0,13.942623
TW-MKE,0.0,144.0,17.505905
TW-MLI,0.0,196.0,15.2579
TW-MSY,0.0,65.0,16.786884
TW-OGG,0.0,43.0,14.619529
TW-OKC,0.0,111.0,17.78558
TW-OMA,0.0,72.0,17.110582
TW-ORF,0.0,123.0,17.60478
TW-PBI,0.0,82.0,17.722544
TW-PDX,0.0,96.0,21.500956
TW-PHX,0.0,105.0,20.66697
TW-RDU,0.0,122.0,18.847034
TW-SAT,0.0,80.0,18.350609
TW-SDF,0.0,111.0,17.431704
TW-SJC,0.0,67.0,22.940996
TW-SMF,0.0,77.0,19.95526
TW-SNA,0.0,231.0,24.452173
TW-TPA,0.0,88.0,19.571098
TW-TYS,0.0,150.0,14.796721
TZ-ABQ,22.0,22.0,22.0
TZ-BWI,18.0,23.0,20.5
TZ-CLT,0.0,206.0,26.239405
TZ-DCA,0.0,188.0,22.318832
TZ-DEN,0.0,217.0,23.061302
TZ-EWR,0.0,242.0,33.18739
TZ-FLL,0.0,201.0,25.821806
TZ-ITO,12.0,35.0,19.554167
TZ-KOA,13.0,47.0,25.130434
TZ-LAS,0.0,143.0,26.123507
TZ-MCO,0.0,166.0,21.655523
TZ-MDW,0.0,274.0,24.810694
TZ-MIA,0.0,138.0,27.467062
TZ-ONT,0.0,172.0,21.528225
TZ-ORD,0.0,0.0,0.0
TZ-PHX,0.0,261.0,23.17448
TZ-PIE,0.0,194.0,20.333967
TZ-RSW,0.0,96.0,20.64167
TZ-SEA,0.0,242.0,24.05045
TZ-SFO,0.0,156.0,20.745882
TZ-SJC,0.0,207.0,22.534985
UA-ABQ,0.0,273.0,17.982994
UA-ALB,0.0,235.0,22.024586
UA-ANC,0.0,115.0,19.514091
UA-ATL,0.0,252.0,27.679947
UA-AUS,0.0,228.0,19.1323
UA-BHM,0.0,48.0,18.473186
UA-BNA,0.0,148.0,20.049171
UA-BOI,0.0,213.0,17.966005
UA-BOS,0.0,268.0,25.35511
UA-BTV,0.0,204.0,20.017254
UA-BUF,0.0,314.0,21.174393
UA-BWI,0.0,332.0,22.799046
UA-CLT,0.0,267.0,27.141104
UA-COS,0.0,148.0,20.560215
UA-DFW,0.0,304.0,23.147425
UA-DSM,0.0,262.0,20.026693
UA-DTW,0.0,400.0,26.378216
UA-EUG,0.0,73.0,14.772364
UA-EWR,0.0,302.0,31.490564
UA-FLL,0.0,277.0,26.060106
UA-GSO,0.0,210.0,24.730808
UA-GUC,0.0,85.0,21.55944
UA-HDN,0.0,105.0,27.372465
UA-HNL,0.0,126.0,23.61398
UA-IAD,0.0,321.0,25.049706
UA-IAH,0.0,243.0,22.779833
UA-ICT,0.0,126.0,19.122572
UA-JAX,0.0,155.0,23.065958
UA-JFK,0.0,351.0,35.556118
UA-LAX,0.0,290.0,23.127535
UA-LIH,0.0,129.0,14.9497795
UA-MCI,0.0,345.0,21.151686
UA-MDT,0.0,161.0,20.02031
UA-MDW,0.0,178.0,23.916206
UA-MFR,0.0,112.0,15.326894
UA-MKE,0.0,131.0,17.774567
UA-MSP,0.0,330.0,24.096176
UA-OAK,0.0,234.0,20.85636
UA-OKC,0.0,164.0,17.413254
UA-OMA,0.0,183.0,19.9639
UA-ORD,0.0,392.0,25.172998
UA-PBI,0.0,1514.0,22.447165
UA-PHX,0.0,231.0,21.488735
UA-PSP,0.0,118.0,20.064342
UA-RAP,7.0,93.0,22.18919
UA-RDU,0.0,230.0,22.485641
UA-ROC,0.0,269.0,21.627409
UA-RSW,0.0,252.0,23.446608
UA-SAN,0.0,207.0,21.184052
UA-SDF,0.0,46.0,19.025158
UA-SEA,0.0,262.0,21.632494
UA-SJC,0.0,195.0,22.698692
UA-SJU,0.0,152.0,26.522161
UA-SNA,0.0,388.0,23.575962
UA-STT,0.0,170.0,22.052513
UA-TUS,0.0,168.0,18.067183
UA-TYS,0.0,83.0,19.216505
US-ABE,0.0,207.0,17.9352
US-AGS,8.0,34.0,17.4
US-AUS,0.0,81.0,23.447031
US-BDL,0.0,216.0,19.286793
US-BGR,40.0,40.0,40.0
US-BNA,0.0,182.0,18.450375
US-BOI,0.0,92.0,19.861301
US-BTV,0.0,220.0,18.794739
US-BUF,0.0,206.0,17.73653
US-BWI,0.0,257.0,18.93005
US-CAE,0.0,92.0,15.440814
US-CHA,0.0,55.0,13.533954
US-CLE,0.0,153.0,20.65713
US-CLT,0.0,343.0,22.49507
US-CMH,0.0,204.0,18.943853
US-CRW,0.0,57.0,13.408377
US-CVG,0.0,0.0,0.0
US-DAB,11.0,31.0,17.59091
US-DAY,0.0,172.0,18.028059
US-DFW,0.0,293.0,23.162107
US-ERI,0.0,52.0,14.323288
US-EWR,0.0,294.0,27.462639
US-EYW,0.0,38.0,9.112281
US-FAT,0.0,61.0,20.97198
US-GEG,0.0,199.0,19.349237
US-GRR,0.0,49.0,13.571977
US-GSP,0.0,179.0,16.147438
US-ILM,0.0,190.0,15.55813
US-KOA,0.0,72.0,17.618778
US-LAS,0.0,236.0,26.117756
US-LEX,0.0,66.0,13.793103
US-LIH,0.0,56.0,17.570738
US-MDW,0.0,199.0,19.866566
US-MEM,0.0,170.0,16.144289
US-MHT,0.0,215.0,18.983725
US-MIA,0.0,221.0,22.309246
US-MSY,0.0,192.0,17.417395
US-OAK,0.0,94.0,19.27146
US-ORD,0.0,330.0,24.457226
US-PWM,0.0,189.0,17.881266
US-RDU,0.0,235.0,18.686745
US-RIC,0.0,207.0,17.920782
US-RSW,0.0,239.0,18.251554
US-SAT,0.0,103.0,23.134075
US-SDF,0.0,185.0,17.634527
US-SEA,0.0,173.0,21.792942
US-SJU,0.0,138.0,23.38244
US-SLC,0.0,123.0,21.191196
US-SRQ,0.0,172.0,16.26506
US-STL,0.0,199.0,22.222849
US-TOL,0.0,62.0,15.680355
WN-ALB,0.0,221.0,13.231723
WN-AMA,0.0,142.0,10.510307
WN-BDL,0.0,175.0,14.137549
WN-BNA,0.0,232.0,13.267562
WN-BOI,0.0,80.0,11.744266
WN-BUR,0.0,193.0,14.00875
WN-BWI,0.0,282.0,14.5723715
WN-CMH,0.0,210.0,12.589548
WN-CRP,0.0,154.0,11.226447
WN-DAL,0.0,245.0,11.675008
WN-FLL,0.0,210.0,18.09527
WN-HOU,0.0,235.0,11.736827
WN-HRL,0.0,112.0,10.105058
WN-IAD,0.0,148.0,17.672152
WN-IAH,0.0,127.0,12.685989
WN-ISP,0.0,255.0,12.880757
WN-JAN,0.0,309.0,11.6350155
WN-JAX,0.0,174.0,12.780629
WN-LAX,0.0,181.0,13.175279
WN-MCI,0.0,215.0,13.488218
WN-MHT,0.0,194.0,14.386288
WN-MSY,0.0,164.0,11.43328
WN-OAK,0.0,221.0,13.4464245
WN-OKC,0.0,121.0,11.272107
WN-PDX,0.0,221.0,12.779121
WN-PVD,0.0,183.0,14.431245
WN-RSW,0.0,141.0,14.459872
WN-SAN,0.0,184.0,14.882265
WN-SDF,0.0,182.0,12.526566
WN-SEA,0.0,149.0,16.023815
WN-SFO,0.0,189.0,17.125938
WN-SMF,0.0,206.0,12.528835
WN-TUS,0.0,111.0,13.242812
XE-ABI,0.0,60.0,19.055172
XE-ABQ,0.0,188.0,20.218912
XE-AGS,0.0,259.0,23.417835
XE-AMA,0.0,328.0,21.160622
XE-ATL,0.0,264.0,27.984861
XE-AVL,0.0,431.0,27.23621
XE-BDL,0.0,267.0,25.321482
XE-BFL,0.0,331.0,19.672285
XE-BGR,0.0,304.0,32.878223
XE-BIL,0.0,43.0,18.696428
XE-BNA,0.0,274.0,24.072659
XE-BOS,0.0,166.0,27.130804
XE-BPT,0.0,163.0,18.28374
XE-BRO,0.0,280.0,21.978289
XE-BTR,0.0,275.0,22.06623
XE-BUF,0.0,262.0,23.268282
XE-CHA,0.0,267.0,22.505764
XE-CHS,0.0,257.0,25.143667
XE-CLL,0.0,311.0,19.006063
XE-CLT,0.0,406.0,29.357622
XE-CMH,0.0,271.0,21.747868
XE-COS,0.0,272.0,24.832289
XE-CRW,0.0,124.0,21.30155
XE-CVG,0.0,293.0,27.324345
XE-DAB,0.0,269.0,25.320927
XE-DAL,0.0,255.0,22.242695
XE-DAY,0.0,339.0,23.685904
XE-DCA,0.0,209.0,25.10263
XE-DFW,0.0,238.0,25.42614
XE-DRO,9.0,73.0,19.348314
XE-DSM,0.0,170.0,23.057804
XE-DTW,0.0,270.0,29.050919
XE-EFD,0.0,163.0,17.426954
XE-ELP,0.0,168.0,22.449509
XE-EUG,0.0,62.0,20.68301
XE-FCA,0.0,105.0,18.845795
XE-GEG,0.0,105.0,18.542488
XE-GRK,0.0,206.0,25.77454
XE-GUC,0.0,47.0,20.993711
XE-IAH,0.0,1535.0,24.32105
XE-ICT,0.0,250.0,22.577854
XE-ILE,0.0,56.0,17.571428
XE-ISP,0.0,173.0,22.088545
XE-LBB,0.0,267.0,22.492334
XE-LFT,0.0,446.0,22.44809
XE-LGB,0.0,55.0,17.171288
XE-LIT,0.0,473.0,23.07651
XE-MAF,0.0,206.0,21.17427
XE-MCI,0.0,241.0,21.209219
XE-MDT,0.0,229.0,20.643215
XE-MDW,0.0,197.0,23.111927
XE-MHT,0.0,234.0,26.298452
XE-MIA,0.0,171.0,23.159737
XE-MKE,0.0,235.0,24.072826
XE-MYR,0.0,158.0,21.794163
XE-OAK,0.0,119.0,28.175062
XE-OKC,0.0,291.0,21.23241
XE-OMA,0.0,264.0,24.150894
XE-ONT,0.0,111.0,17.84272
XE-PDX,11.0,147.0,27.5
XE-PHL,0.0,338.0,29.79808
XE-PNS,0.0,232.0,20.071625
XE-RAP,0.0,58.0,25.085714
XE-RDU,0.0,339.0,22.948551
XE-RIC,0.0,240.0,24.495537
XE-SAN,0.0,92.0,16.394224
XE-SAV,0.0,399.0,25.566683
XE-SBA,0.0,29.0,13.267676
XE-SHV,0.0,273.0,19.146088
XE-SJT,0.0,82.0,19.571428
XE-SLC,0.0,179.0,26.781818
XE-SMF,0.0,149.0,19.988846
XE-SRQ,0.0,158.0,21.511759
XE-STL,0.0,206.0,23.658638
XE-TLH,0.0,229.0,19.476763
XE-TUL,0.0,371.0,20.904634
XE-TYR,0.0,48.0,18.930635
XE-TYS,0.0,219.0,22.697884
YV-ABE,0.0,115.0,21.028708
YV-ABQ,0.0,112.0,21.784246
YV-AGS,11.0,40.0,21.928572
YV-ALB,0.0,93.0,22.970043
YV-ASE,0.0,132.0,17.136059
YV-BDL,0.0,296.0,23.904827
YV-BHM,0.0,214.0,22.861567
YV-BMI,0.0,221.0,23.546303
YV-BNA,0.0,221.0,23.386225
YV-BOS,0.0,150.0,25.533138
YV-CAK,0.0,161.0,23.925262
YV-CID,0.0,154.0,22.340654
YV-CLE,0.0,148.0,24.36834
YV-CMH,0.0,76.0,21.924429
YV-COD,0.0,198.0,22.613844
YV-COS,0.0,146.0,21.806997
YV-CPR,0.0,184.0,20.099266
YV-CRW,0.0,36.0,22.037037
YV-CVG,0.0,36.0,25.3
YV-CWA,0.0,118.0,19.590462
YV-DAY,5.0,60.0,24.239437
YV-DCA,0.0,48.0,21.84804
YV-DFW,0.0,139.0,25.620468
YV-DSM,0.0,167.0,22.773355
YV-DTW,0.0,177.0,25.009132
YV-EGE,0.0,187.0,21.278027
YV-ELP,0.0,119.0,23.283363
YV-EUG,0.0,95.0,17.507288
YV-EWR,0.0,202.0,29.661316
YV-FAY,10.0,78.0,24.030304
YV-FCA,0.0,33.0,16.533333
YV-FLG,0.0,210.0,19.60658
YV-GCC,8.0,123.0,22.2478
YV-GEG,0.0,77.0,18.185463
YV-GJT,0.0,148.0,19.965092
YV-GUC,0.0,97.0,18.641064
YV-HSV,0.0,128.0,21.42903
YV-IAD,0.0,223.0,25.216768
YV-IAH,0.0,190.0,25.592535
YV-ICT,0.0,138.0,23.045858
YV-ILM,0.0,144.0,20.210485
YV-ITO,0.0,54.0,14.021048
YV-JAX,0.0,102.0,20.080704
YV-LAS,0.0,147.0,24.360086
YV-LAX,0.0,90.0,21.364384
YV-LEX,0.0,41.0,19.312038
YV-LGA,0.0,211.0,31.112507
YV-LNK,0.0,248.0,21.27955
YV-MBS,0.0,145.0,21.31509
YV-MCI,0.0,147.0,22.145247
YV-MDT,0.0,166.0,20.65649
YV-MDW,0.0,174.0,25.628204
YV-MGM,0.0,53.0,17.05983
YV-MKE,0.0,98.0,25.503836
YV-MLI,0.0,116.0,21.647942
YV-MRY,0.0,79.0,19.217863
YV-MSN,0.0,212.0,23.775913
YV-MTJ,0.0,83.0,20.560514
YV-OAJ,0.0,38.0,15.961538
YV-OAK,0.0,96.0,19.909761
YV-OMA,0.0,76.0,21.301191
YV-ONT,0.0,70.0,20.038807
YV-PHX,0.0,229.0,24.072376
YV-PIT,0.0,192.0,25.024338
YV-PNS,0.0,141.0,19.540024
YV-PVD,0.0,130.0,21.130814
YV-PWM,0.0,178.0,21.779322
YV-RAP,0.0,116.0,19.225042
YV-RDU,0.0,183.0,23.666355
YV-RKS,8.0,81.0,21.492453
YV-RNO,0.0,86.0,19.808676
YV-ROC,0.0,133.0,21.644512
YV-SAN,0.0,150.0,24.521715
YV-SBA,0.0,118.0,19.497438
YV-SBN,0.0,247.0,21.26149
YV-SDF,0.0,118.0,27.25459
YV-SEA,0.0,62.0,22.523893
YV-SLC,0.0,141.0,21.364552
YV-SMF,0.0,80.0,22.982584
YV-SNA,0.0,72.0,21.583761
YV-SPI,0.0,129.0,22.783869
YV-SYR,0.0,154.0,23.529314
YV-TEX,0.0,125.0,20.84268
YV-TVC,0.0,101.0,22.074953
YV-TYS,0.0,100.0,22.421053
